epoch,train_loss,train_nse
1,0.6733536720275879,0.3266463279724121
2,0.6553808450698853,0.34461915493011475
3,0.6459826827049255,0.35401731729507446
4,0.6378669142723083,0.36213308572769165
5,0.630767822265625,0.369232177734375
6,0.624985933303833,0.375014066696167
